L1	L2	species	specimen	oligoID	pmTm
Proteobacteria	Escherichia coli et rel.	Citrobacter amalonaticus	Citrobacter amalonaticus	HIT 1289	57.9
Proteobacteria	Escherichia coli et rel.	Citrobacter amalonaticus	Citrobacter amalonaticus	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Citrobacter amalonaticus	Citrobacter amalonaticus	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Citrobacter amalonaticus	Citrobacter amalonaticus	HIT 6997	61.1
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1198	60.7
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1200	58.3
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1224	58.7
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1246	50.3
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1285	58.3
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 1289	57.9
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Citrobacter farmeri	Citrobacter farmeri	HIT 6991	56.3
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 1285	58.3
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 1295	60.7
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 6991	56.3
Proteobacteria	Escherichia coli et rel.	Citrobacter sedlakii	Citrobacter sedlakii	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Edwardsiella tarda	Edwardsiella tarda	HIT 1252	57.9
Proteobacteria	Escherichia coli et rel.	Edwardsiella tarda	Edwardsiella tarda	HIT 1254	59
Proteobacteria	Escherichia coli et rel.	Edwardsiella tarda	Edwardsiella tarda	HIT 1303	56.5
Proteobacteria	Escherichia coli et rel.	Edwardsiella tarda	Edwardsiella tarda	HIT 1304	61
Proteobacteria	Escherichia coli et rel.	Escherichia coli	Escherichia coli	HIT 1227	60.7
Proteobacteria	Escherichia coli et rel.	Escherichia coli	Escherichia coli	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	Escherichia coli	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	Escherichia coli	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	Escherichia coli	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium (human infant) D1A1	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLC7	HIT 1231	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLC7	HIT 1233	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLCf4	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLCf4	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLCf4	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLCf4	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium ABLCf4	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium cadhufec62c10	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium cadhufec62c10	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium cadhufec62c10	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium cadhufec62c10	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium cadhufec62c10	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1227	60.7
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 6997	61.1
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCA37	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 6997	61.1
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuCB27	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium HuRC16	HIT 1227	60.7
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium OLDB-A4	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium OLDB-A4	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium OLDB-A4	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured bacterium OLDB-A4	HIT 6997	61.1
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured gamma proteobacterium NS4A2	HIT 1353	61.5
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured gamma proteobacterium NS4A2	HIT 3649	58
Proteobacteria	Escherichia coli et rel.	Escherichia coli	uncultured gamma proteobacterium NS4A2	HIT 6997	61.1
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1231	57.3
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1233	60.8
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	Escherichia fergusonii	Escherichia fergusonii	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 1198	60.7
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 1246	50.3
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 6985	55.3
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 6989	62.4
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. arizonae	Salmonella enterica subsp. arizonae	HIT 6990	58.7
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	HIT 1246	50.3
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	HIT 1287	63
Proteobacteria	Escherichia coli et rel.	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	HIT 6987	61.5
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1198	60.7
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1246	50.3
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1351	61.3
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1353	61.5
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1355	58.9
Proteobacteria	Escherichia coli et rel.	Shigella dysenteriae	Shigella dysenteriae	HIT 1356	60.2
Proteobacteria	Escherichia coli et rel.	Trabulsiella guamensis	Trabulsiella guamensis	HIT 1198	60.7
Proteobacteria	Escherichia coli et rel.	uncultured bacterium cadhufec19a01	uncultured bacterium cadhufec19a01	HIT 1228	57.5
Proteobacteria	Escherichia coli et rel.	uncultured bacterium cadhufec19a01	uncultured bacterium cadhufec19a01	HIT 1229	57.3
Proteobacteria	Escherichia coli et rel.	uncultured bacterium cadhufec19a01	uncultured bacterium cadhufec19a01	HIT 1230	60.8
Proteobacteria	Escherichia coli et rel.	uncultured bacterium cadhufec19a01	uncultured bacterium cadhufec19a01	HIT 1296	59.6
Proteobacteria	Escherichia coli et rel.	uncultured bacterium cadhufec19a01	uncultured bacterium cadhufec19a01	HIT 7008	57.9
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1198	60.7
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1199	60.6
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1200	58.3
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1223	60.8
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1224	58.7
Proteobacteria	Escherichia coli et rel.	Uncultured bacterium clone Eldhufec069	Uncultured bacterium clone Eldhufec069	HIT 1246	50.3
Proteobacteria	Haemophilus	uncultured bacterium ABLCf1	uncultured bacterium ABLCf1	HIT 1199	60.6
Proteobacteria	Haemophilus	uncultured bacterium ABLCf1	uncultured bacterium ABLCf1	HIT 1204	60.2
Proteobacteria	Haemophilus	uncultured bacterium ABLCf1	uncultured bacterium ABLCf1	HIT 1223	60.8
Proteobacteria	Haemophilus	uncultured bacterium ABLCf1	uncultured bacterium ABLCf1	HIT 1820	59
Proteobacteria	Haemophilus	uncultured bacterium ABLCf1	uncultured bacterium ABLCf1	HIT 1821	59.4
Proteobacteria	Haemophilus	uncultured bacterium Z775	Uncultured bacterium clone Eldhufec066	HIT 1199	60.6
Proteobacteria	Haemophilus	uncultured bacterium Z775	Uncultured bacterium clone Eldhufec066	HIT 1206	55.7
Proteobacteria	Haemophilus	uncultured bacterium Z775	Uncultured bacterium clone Eldhufec066	HIT 1223	60.8
Proteobacteria	Haemophilus	uncultured bacterium Z775	Uncultured bacterium clone Eldhufec066	HIT 1312	56.6
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium HuJJ65	HIT 1820	59
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium HuJJ65	HIT 1821	59.4
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium LCTI10	HIT 1820	59
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium LCTI10	HIT 1821	59.4
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium OLDA-B8	HIT 1820	59
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium OLDA-B8	HIT 1821	59.4
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1199	60.6
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1204	60.2
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1206	55.7
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1223	60.8
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1820	59
Proteobacteria	Haemophilus	uncultured bacterium Z775	uncultured bacterium Z775	HIT 1821	59.4
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1531	59.7
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1532	58.4
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1533	55.3
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1629	58.3
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1630	62.3
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1631	57
Proteobacteria	Helicobacter	Flexispira rappini	Flexispira rappini	HIT 1632	54.9
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1531	59.7
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1532	58.4
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1533	55.3
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1629	58.3
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1649	58.1
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1650	56.1
Proteobacteria	Helicobacter	Helicobacter canadensis	Helicobacter canadensis	HIT 1654	59.7
Proteobacteria	Helicobacter	Helicobacter pullorum	Helicobacter pullorum	HIT 1531	59.7
Proteobacteria	Helicobacter	Helicobacter pullorum	Helicobacter pullorum	HIT 1556	57.3
Proteobacteria	Helicobacter	Helicobacter pullorum	Helicobacter pullorum	HIT 1557	58.6
Proteobacteria	Helicobacter	Helicobacter pullorum	Helicobacter pullorum	HIT 1630	62.3
Proteobacteria	Helicobacter	Helicobacter pullorum	Helicobacter pullorum	HIT 1650	56.1
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1533	55.3
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1629	58.3
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1663	59.3
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1666	57
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1667	56.2
Proteobacteria	Helicobacter	Helicobacter pylori	Helicobacter pylori	HIT 1668	56.9
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1531	59.7
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1532	58.4
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1533	55.3
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1629	58.3
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1631	57
Proteobacteria	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis	HIT 1632	54.9
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1195	55.7
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1197	61.7
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1199	60.6
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1209	56.7
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1223	60.8
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Enterobacter cloacae	Enterobacter cloacae	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	Klebsiella pneumoniae	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A3	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A3	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A3	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A7	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A7	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-A7	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-C12	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-C12	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae	uncultured bacterium OLDC-C12	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1199	60.6
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1223	60.8
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	uncultured bacterium cadhufec20a11	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	uncultured bacterium cadhufec20a11	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	uncultured bacterium cadhufec20a11	HIT 1205	61.4
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	uncultured bacterium cadhufec20a11	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Klebsiella pneumoniae subsp. ozaenae	uncultured bacterium cadhufec20a11	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1199	60.6
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1201	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1203	58.8
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1223	60.8
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Serratia liquefaciens	Serratia liquefaciens	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Uncultured bacterium clone Eldhufec067	Uncultured bacterium clone Eldhufec067	HIT 1198	60.7
Proteobacteria	Klebisiella pneumoniae et rel.	Uncultured bacterium clone Eldhufec067	Uncultured bacterium clone Eldhufec067	HIT 1200	58.3
Proteobacteria	Klebisiella pneumoniae et rel.	Uncultured bacterium clone Eldhufec067	Uncultured bacterium clone Eldhufec067	HIT 1205	61.4
Proteobacteria	Klebisiella pneumoniae et rel.	Uncultured bacterium clone Eldhufec067	Uncultured bacterium clone Eldhufec067	HIT 1224	58.7
Proteobacteria	Klebisiella pneumoniae et rel.	Uncultured bacterium clone Eldhufec067	Uncultured bacterium clone Eldhufec067	HIT 1246	50.3
Proteobacteria	Klebisiella pneumoniae et rel.	Yokenella regensburgei	Yokenella regensburgei	HIT 1195	55.7
Proteobacteria	Klebisiella pneumoniae et rel.	Yokenella regensburgei	Yokenella regensburgei	HIT 1196	57.3
Proteobacteria	Klebisiella pneumoniae et rel.	Yokenella regensburgei	Yokenella regensburgei	HIT 1340	59.1
Proteobacteria	Klebisiella pneumoniae et rel.	Yokenella regensburgei	Yokenella regensburgei	HIT 1341	60.1
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1204	60.2
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1205	61.4
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1206	55.7
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1345	58.3
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1346	59.5
Proteobacteria	Leminorella	Leminorella grimontii	Leminorella grimontii	HIT 1347	61
Proteobacteria	Methylobacterium	uncultured bacterium ABLCf14	uncultured bacterium ABLCf14	HIT 1831	58.9
Proteobacteria	Methylobacterium	uncultured bacterium ABLCf14	uncultured bacterium ABLCf14	HIT 1833	61.1
Proteobacteria	Moraxellaceae	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	HIT 4156	60.6
Proteobacteria	Moraxellaceae	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus	HIT 4158	56.5
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1381	58.9
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1382	57.5
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1383	58.7
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1384	60.3
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1385	60.6
Proteobacteria	Moraxellaceae	Moraxella catarrhalis	Moraxella catarrhalis	HIT 1386	55.7
Proteobacteria	Novosphingobium	uncultured bacterium ABLCf85	uncultured bacterium ABLCf85	HIT 1906	58.2
Proteobacteria	Novosphingobium	uncultured bacterium ABLCf85	uncultured bacterium ABLCf85	HIT 1907	59.3
Proteobacteria	Novosphingobium	uncultured bacterium ABLCf85	uncultured bacterium ABLCf85	HIT 1908	55.7
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4867	57.7
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4868	59
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4869	59.8
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4870	59.5
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4871	57.7
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4872	59.4
Proteobacteria	Oceanospirillum	uncultured bacterium D623	uncultured bacterium D623	HIT 4884	61.1
Proteobacteria	Oceanospirillum	uncultured bacterium D784	uncultured bacterium D784	HIT 4870	59.5
Proteobacteria	Oceanospirillum	uncultured bacterium D784	uncultured bacterium D784	HIT 4872	59.4
